#KEY	HISAT2 on dataset 67 and 68: aligned reads (BAM)_2	HISAT2 on dataset 65 and 66: aligned reads (BAM)_2	HISAT2 on dataset 63 and 64: aligned reads (BAM)_2	HISAT2 on dataset 61 and 62: aligned reads (BAM)_2
127059	0	0	0	0
127062	0	0	0	0
127064	0	0	0	0
127066	0	0	0	0
127068	0	0	0	0
127069	0	0	0	0
127074	0	0	0	0
127077	0	0	0	0
1271	0	0	1	0
127124	0	0	0	0
1272	30	24	38	37
127247	0	0	0	0
127253	364	606	396	424
127254	0	0	0	0
127255	2	1	4	3
127262	1342	2100	1553	1833
127281	228	363	407	338
127294	1	0	1	0
127343	0	0	0	0
127385	0	0	0	0
127391	0	0	0	0
127396	42	67	44	59
127428	172	354	230	260
127435	6365	15923	8713	11785
127495	9	10	17	9
127534	0	0	0	0
127540	0	0	0	0
127544	114	246	149	198
127579	10	11	11	12
127602	18	67	40	64
127623	0	0	0	0
127665	0	0	0	0
127670	0	0	0	1
127687	350	611	815	807
1277	31573	134094	45430	124583
127700	79	170	68	102
127703	418	702	604	686
127707	0	0	1	0
127731	12	8	1	0
127733	4	16	2	1
127795	6	3	5	2
1278	119722	247996	129752	224491
127829	423	533	542	466
127833	4	10	5	4
127841	0	0	0	0
127845	0	1	0	1
127933	2496	2818	3175	2494
127943	3	14	11	17
128	6805	8335	7122	6582
1280	0	0	1	0
128025	3	2	1	0
128061	77	119	101	78
128077	193	342	351	418
1281	41561	124192	59128	108631
128102	0	1	0	1
128153	5	14	15	22
128178	3	3	11	9
1282	1492	1348	2793	1072
128209	2	1	6	2
128218	0	0	0	0
128229	4	7	3	5
128239	27	38	32	69
128240	395	564	529	537
128272	104	124	76	32
128308	128	283	222	238
128312	0	1	0	0
128322	0	0	0	0
128338	950	1480	912	1135
128344	23	103	39	145
128346	4	7	10	6
128360	0	0	0	0
128366	0	0	0	0
128367	0	0	0	0
128368	0	0	0	0
128371	0	0	0	0
128372	0	0	0	0
128387	213	245	217	248
1284	2908	3407	5415	3058
128408	0	0	0	0
128414	0	0	0	0
128434	22	29	18	22
128439	86	141	165	140
128486	49	68	110	84
128488	0	0	0	0
128497	17	28	18	34
1285	61	34	43	9
128506	0	0	0	0
128553	9	17	82	117
1286	323	156	192	59
128602	0	0	0	0
128611	0	0	0	0
128637	906	1852	1683	1933
128646	0	0	0	0
128653	0	0	2	0
128674	0	0	0	0
1287	189	643	392	916
128710	11	23	8	30
1288	4	14	14	38
128817	0	0	0	0
128821	0	0	0	0
128822	0	0	0	0
128826	0	0	1	0
128853	0	0	4	3
128854	12	50	14	26
128859	0	0	0	0
128861	0	0	0	0
128864	1	5	4	7
128866	1611	2552	1917	2013
128869	181	292	199	249
128872	0	0	0	0
128876	0	1	0	0
1289	3978	11687	6932	11517
128954	0	0	0	0
128977	157	261	262	333
128989	289	515	307	376
1290	10980	15924	17146	12956
129025	0	0	0	0
129049	0	0	0	0
129080	2	12	1	10
1291	42851	90915	58027	65876
129138	123	239	223	245
1292	54173	107365	63309	81591
129285	525	611	487	435
129293	9	40	43	63
1293	42469	96219	76661	108137
129303	477	393	463	303
1294	1105	866	2239	1153
129401	43	72	73	78
129446	0	2	2	1
129450	107	220	144	181
1295	1784	2241	1860	1478
129521	0	0	0	0
129530	6	11	6	7
129531	138	268	212	228
129563	135	216	203	221
1296	763	1116	201	323
129607	1	2	5	11
129642	351	665	336	472
129684	0	0	0	0
129685	243	371	357	337
1297	0	0	0	0
129787	264	536	275	364
129790	49	82	62	78
1298	33	96	36	71
129804	33	60	43	41
129807	0	0	1	0
129831	132	222	154	187
129852	1	5	0	2
129868	0	0	3	0
129880	116	295	169	217
129881	15	20	30	16
1299	2	8	3	3
13	4	3	3	3
130	25	22	25	16
1300	8	11	6	6
130013	1	1	1	1
130026	113	166	86	109
130074	2239	3627	2891	3458
130075	0	0	0	0
1301	706	283	228	56
130106	0	0	0	0
130120	0	0	0	0
130132	120	317	156	280
130162	75	102	72	112
1302	0	0	0	0
130271	684	1000	486	447
1303	27080	60883	32490	44915
130340	30	64	24	20
130355	57	87	63	85
130367	2	0	0	0
130399	6	33	12	35
130497	379	1133	969	720
1305	35	72	49	139
130502	40	25	45	28
130507	939	1237	999	1002
130535	315	544	323	455
130540	15	13	19	11
130557	152	360	287	273
130560	0	0	0	0
130574	4	10	4	4
130576	6	2	1	0
130589	215	764	301	753
1306	388	1702	1462	3026
130612	79	122	135	113
130617	172	451	298	393
1307	1021	3111	2699	4430
130733	81	137	58	39
130749	3	12	4	3
130752	16	34	12	40
1308	0	1	1	2
130813	0	2	0	1
130814	468	563	649	579
130827	65	135	66	115
130872	797	1286	1060	989
130888	62	114	95	110
130916	356	708	432	592
130940	19	51	9	14
130951	1	5	0	1
131	0	3	2	0
1310	0	0	1	0
131034	1	0	0	2
131076	69	133	89	100
131096	1	1	3	3
1311	8	2	11	2
131118	276	362	312	289
131149	0	0	0	0
131177	0	0	0	0
1312	1662	3120	2579	2352
131368	0	1	0	0
131375	0	0	0	0
131377	0	0	0	0
1314	4463	8396	6333	7487
131405	0	0	0	0
131408	149	214	291	227
131450	1	9	0	0
131474	56	138	78	103
1315	3221	4687	3923	4094
131540	0	0	0	0
131544	598	1966	962	1749
131566	1491	2506	1883	2305
131578	4	62	50	506
131583	432	412	1225	543
1316	2896	2396	3565	2224
131601	470	642	618	582
131616	234	349	335	334
131669	0	0	0	0
1317	759	963	1038	826
1318	186	178	157	133
131831	0	10	5	1
131870	1035	1207	1488	947
131873	665	1416	1117	3467
131890	3	0	1	2
131909	0	0	0	0
131920	0	0	0	0
131965	145	316	199	234
132	310	514	337	392
132001	63	129	92	108
132014	27	34	25	38
132112	0	1	0	0
132141	0	0	0	0
132158	30	46	51	46
132160	383	717	584	705
132200	2	3	2	1
132203	0	1	0	0
132204	0	0	0	0
132228	0	2	1	1
132241	60	119	85	86
132243	0	0	0	0
132299	81	159	81	122
132320	89	181	178	185
132321	43	124	56	80
132332	134	208	467	217
132430	17	29	23	54
1325	1	1	1	2
1326	571	462	580	363
132612	0	0	0	0
132625	0	0	0	0
132660	209	438	271	346
132671	442	1211	763	1075
1327	2082	4205	3289	3376
132720	76	68	94	80
132724	0	0	0	0
132789	417	574	478	410
132851	0	6	3	6
132864	387	596	395	391
132884	331	462	480	432
1329	709	1274	979	950
132946	1	5	4	5
132949	176	338	208	278
132954	0	0	0	0
132989	21	56	48	59
133	14741	18050	16885	12727
133015	113	207	129	171
133022	41	111	59	85
133060	0	3	1	1
133121	7	21	7	11
133308	287	435	330	294
133383	23	55	38	49
133396	15	57	40	137
133418	69	117	63	103
133482	0	0	0	1
133491	0	0	0	0
133522	0	2	3	14
133558	0	0	1	0
133584	5	11	7	5
133619	853	1700	1368	1790
133686	174	304	260	306
133688	0	0	0	0
133690	0	1	0	0
1337	699	1231	1192	1274
133746	779	1087	838	995
133874	0	0	1	0
1339	0	0	0	0
133923	19	13	25	9
133957	369	541	361	405
134	24	105	9	51
1340	951	1890	1328	1361
134083	0	0	0	0
134111	0	0	0	0
134121	0	1	1	0
134145	114	230	159	208
134147	209	806	494	957
134187	0	1	0	0
134218	1251	1348	1123	1073
134265	524	293	699	207
134266	122	265	201	218
134285	30	53	24	21
134288	0	0	0	0
134353	35	44	58	57
134359	56	97	70	104
134391	0	0	0	0
134429	88	207	142	241
134430	490	1265	728	1285
134466	20	45	19	40
134492	279	217	353	247
1345	797	1281	1099	1267
134510	554	695	786	730
134526	4	42	11	22
134548	6	30	4	11
134549	159	285	233	269
134553	1042	1448	1490	1355
1346	220	321	343	281
134637	57	211	79	145
1347	525	728	783	760
134701	0	0	0	0
134728	17	67	28	35
134829	0	0	1	0
134860	0	0	0	0
134864	0	0	0	0
1349	493	1161	658	782
134957	1073	1483	1634	1342
135	14	6	14	8
1350	1498	2487	2090	2441
1351	591	1032	1055	1123
135112	1243	1072	1379	1043
135114	262	500	222	412
135138	2	2	4	3
135152	0	0	0	0
135154	55	100	55	69
1352	129	220	145	163
135228	2146	3143	3343	3894
135250	6	16	3	8
135293	340	366	407	328
135295	3	5	11	9
1353	730	440	821	501
135398	0	0	0	0
135458	0	0	0	0
1355	449	770	563	699
1356	16	17	9	5
135644	0	0	0	0
135656	0	0	0	0
1357	3	13	2	3
1358	0	0	0	0
135886	0	0	0	0
135892	0	0	0	0
1359	0	0	0	0
135924	1	0	0	0
135927	0	2	1	0
135932	3	7	2	1
135935	0	0	0	0
135941	0	0	0	0
135946	0	0	0	0
135948	0	0	0	0
136	21	75	52	114
1360	0	1	0	1
136051	34	83	66	86
1361	0	1	0	1
1362	7484	8151	4512	4468
136227	1	0	0	0
136242	0	1	0	1
136259	0	4	0	2
136263	0	1	0	1
136288	0	1	0	1
1363	5888	12287	8195	11311
136306	0	0	0	1
136319	0	0	0	0
136332	4	4	5	2
136371	0	0	0	0
1364	5	6	7	10
1365	0	0	0	0
136541	0	0	0	0
1366	39	41	17	19
136647	219	227	370	261
1368	804	402	584	531
136853	3	11	7	5
136895	88	126	98	87
1369	0	0	0	0
136991	0	0	0	1
1370	0	0	0	1
137075	359	539	395	502
1371	283	502	533	534
137209	15	62	27	45
1373	214	467	257	391
137362	0	0	0	0
137392	343	570	542	574
1374	1660	1711	2606	1477
137492	746	911	837	672
1375	0	1	2	3
1376	153	334	164	228
137682	59	84	56	85
137695	141	233	160	224
137735	0	0	0	0
137797	0	0	0	0
1378	0	1	0	0
137814	0	0	0	0
137835	3	14	7	6
137868	0	0	0	4
137872	343	212	276	132
137886	276	633	307	451
1379	0	0	0	0
137902	1	1	3	1
137964	1147	1923	1509	1723
137970	0	0	0	0
137994	26	60	61	40
1380	0	0	0	0
138009	0	0	0	0
138046	0	0	0	0
138050	2015	3319	2252	2647
138065	0	0	0	0
1381	0	0	2	0
138151	92	136	211	172
138162	21	53	28	41
138199	102	208	153	279
1382	482	3580	718	2170
138240	0	0	0	0
138241	93	153	109	113
138255	1	0	0	0
138307	0	0	0	0
138311	14	20	10	18
1384	1168	1851	1445	1485
138428	48	91	82	91
138429	3	21	11	16
138474	2	0	1	4
1385	415	1002	627	933
1386	378	725	521	591
138639	280	240	286	169
138649	17	14	23	29
138652	0	0	0	0
1387	1482	3108	1917	2642
138715	2	2	3	5
138716	101	221	142	192
138724	1	1	2	1
138799	0	0	0	0
1388	0	0	0	0
138802	0	0	0	0
138803	0	0	0	0
138804	0	0	0	1
138805	0	0	0	0
138881	3	4	1	4
138882	0	0	0	0
138883	0	0	0	0
1389	1631	2248	1685	1875
1390	151	274	235	249
139065	3	0	5	16
139067	0	0	0	0
139081	1	3	5	4
139105	0	0	0	0
139135	0	0	0	1
139170	0	0	0	0
139189	0	0	0	0
1392	0	0	0	0
139201	3	8	4	1
139212	0	0	0	0
139221	11	3	21	2
139231	241	373	314	316
139285	96	162	131	170
1393	0	0	0	0
139322	624	542	577	401
139324	67	76	87	85
139341	126	193	134	141
139378	0	0	0	0
1394	0	0	0	0
139411	0	0	0	0
139420	0	0	0	0
139422	0	0	0	0
139425	0	0	0	0
1395	0	1	1	0
139538	0	0	0	0
139562	0	0	0	0
139596	95	160	124	172
139599	0	0	0	1
1396	7	23	8	7
139604	0	0	0	0
139628	0	0	0	0
139629	0	0	0	0
1397	602	734	933	656
139716	42	48	63	51
139728	1	3	7	8
139735	1	1	6	10
139741	0	0	0	0
139760	0	0	0	0
139793	0	0	0	0
1398	992	1532	1444	1540
139804	0	0	0	0
139818	1774	2430	1823	1469
139886	39	89	66	76
1399	906	1562	1291	1607
14	863	1402	1526	1342
140	2	0	0	3
1400	130	306	186	276
140032	0	0	0	0
1401	0	0	1	1
140258	0	0	0	0
140290	2	2	13	12
1404	1354	2000	169	98
140432	0	0	0	0
140453	0	0	0	0
140456	0	0	0	0
140458	13	12	12	2
140459	360	586	531	505
140460	278	427	309	385
140461	355	701	457	580
140462	3	8	5	7
140464	0	0	0	0
140465	467	1188	697	948
140467	749	1333	1223	1419
140469	3	28	31	25
140545	22	52	29	38
140564	26	36	47	31
140576	781	1363	967	1140
140578	3	2	0	1
140596	0	0	0	0
140597	5	11	4	9
1406	0	0	0	0
140606	1425	2236	1850	1832
140609	2143	3425	2206	2277
140612	147	283	156	223
140625	0	0	0	0
140628	0	0	0	0
140679	0	0	0	0
140680	61	212	77	175
140683	0	0	2	4
140685	90	276	89	205
140686	6	26	12	17
140687	0	9	3	7
140688	112	219	151	185
140689	0	0	0	0
140690	0	0	0	0
140691	27	61	26	44
140699	33	75	34	73
1407	162	281	273	253
140700	26	52	35	49
140701	28	84	32	48
140706	0	0	0	0
140707	16	23	22	33
140710	323	818	718	921
140711	76	4	51	7
140730	33	129	28	33
140731	0	0	0	0
140732	0	0	0	0
140733	43	47	35	43
140735	730	1382	889	1048
140738	4	24	10	47
140739	403	802	461	482
140766	119	1507	206	1334
140767	0	0	0	0
140771	0	0	0	2
140775	623	1135	915	1147
1408	381	701	359	547
140801	0	0	0	0
140803	1	1	5	14
140807	0	0	0	0
140809	632	1093	815	1007
140823	224	391	371	364
140825	34	82	72	86
140828	0	0	0	0
140831	59	169	87	135
140832	0	0	0	0
140836	0	0	0	0
140838	96	226	191	228
140850	0	0	0	0
140856	0	0	0	0
140862	57	53	77	36
140870	0	0	0	0
140873	0	0	0	0
140875	0	2	0	0
140876	598	1139	1620	1425
140880	0	0	0	0
140881	0	0	0	0
140883	5	16	11	9
140885	1772	3002	1809	2013
140886	76	118	93	113
140890	826	1440	1031	1253
140893	0	0	2	0
140894	0	0	2	1
1409	0	0	0	0
140901	283	566	352	499
140902	0	0	0	0
140947	0	0	0	0
141	90	108	84	77
1410	1517	1783	1193	1150
1411	0	1	0	0
1412	0	0	1	0
1413	0	0	0	0
1414	1	0	0	1
1415	0	0	0	0
1416	35	83	106	156
1417	0	0	0	0
1418	0	0	0	0
1419	0	0	0	0
142	916	1811	1595	1774
1420	0	0	0	0
1421	0	0	0	0
142678	342	911	735	935
142679	54	107	53	86
142680	4	5	20	25
142683	0	0	0	0
142684	17	30	24	11
142685	1	0	0	1
142686	9	10	8	14
142689	4	3	2	2
1427	19	31	19	18
1428	3	8	4	9
142827	0	0	0	0
142891	1463	1519	1516	1262
1429	256	449	313	476
142910	0	0	1	0
142913	2	17	3	13
142940	203	373	252	386
143	1924	3100	2594	2867
143098	33	23	21	6
1431	1063	1927	1669	1845
143162	0	0	1	0
143187	377	644	540	555
143188	3	10	8	2
1432	971	1335	1188	1172
143241	0	0	0	0
143244	135	162	179	155
143279	312	728	531	543
143282	6	24	8	19
143379	0	0	0	0
143384	1158	999	968	797
1434	918	1582	1124	1347
143425	0	0	0	0
143458	160	199	307	213
143471	0	0	0	0
143496	0	0	0	0
1435	1509	2102	2174	2291
143501	0	0	0	0
143502	0	0	0	0
143503	0	0	0	0
143570	139	418	86	188
1436	2	2	5	4
143630	8	11	10	13
143662	0	0	0	0
143666	27	25	25	22
143678	2	1	7	4
143684	268	336	289	282
143686	224	857	355	705
143689	85	83	91	100
1437	0	2	1	0
1438	0	0	0	0
143872	26	144	78	133
143879	71	96	72	85
143884	174	289	200	252
143888	1769	2810	2328	2846
1439	0	0	0	0
143903	1321	3010	1372	1832
143941	1	3	3	4
1440	0	0	0	1
144097	207	416	398	359
1441	3	4	0	2
144100	2	3	3	2
144108	491	767	503	554
144110	47	74	114	131
144124	0	0	0	0
144125	0	0	0	0
144132	167	318	156	209
144165	513	842	463	636
144193	6	11	11	9
144195	1	0	0	0
1442	0	0	0	0
144203	0	1	1	0
144233	45	86	55	66
144245	114	170	134	172
1443	0	0	0	0
144321	5	15	3	4
144347	0	1	0	0
144348	1356	2447	1578	2114
144360	0	0	0	0
144363	180	328	208	215
1444	0	0	0	0
144402	119	233	160	198
144404	186	389	361	361
144406	26	72	24	56
144423	0	1	0	4
144438	335	413	418	400
144448	0	0	0	0
144453	0	1	0	1
144455	8	50	27	62
144481	3	11	7	6
144486	1	1	2	1
1445	294	568	459	508
144501	5	20	12	5
144535	3	20	5	10
144568	0	3	0	0
144571	18	37	41	66
144577	29	74	31	58
1446	0	0	0	1
144608	9	16	12	16
144699	78	153	115	135
1447	0	0	0	0
144715	12	24	6	19
144717	286	354	357	324
144742	0	0	0	0
144776	0	0	0	0
1448	0	0	0	0
144809	0	7	1	8
144811	430	730	599	582
144983	120	234	128	166
145165	18	39	25	47
145173	260	312	153	141
1452	2973	5417	4386	5022
145200	0	0	0	0
145226	2	4	0	2
145241	0	1	2	2
145258	1	4	5	6
145264	0	0	0	0
145270	0	1	1	3
145282	59	96	86	97
1453	1139	2104	1829	1906
145376	5	18	6	7
145389	266	451	336	439
1454	1253	2240	1844	1971
145407	53	121	51	150
145438	8	31	18	26
145447	2	7	4	5
145474	1	0	0	0
145482	117	239	144	159
145483	60	210	86	158
145497	1	0	0	0
1455	596	1156	978	1079
145501	0	3	1	0
145508	49	66	45	52
145553	73	111	113	116
145567	273	513	352	427
145581	0	2	6	7
1456	574	850	701	837
145624	1	0	0	0
145645	0	0	0	0
145663	0	0	0	0
145694	40	38	65	13
1457	719	1409	1003	1244
145741	0	0	0	0
145748	79	129	98	91
145757	0	0	0	1
145773	5	5	5	3
145781	0	0	1	0
145783	39	80	60	83
145788	11	26	14	19
145814	0	0	0	0
145820	11	0	0	0
145837	1	3	1	2
145845	0	1	0	0
145853	93	83	124	82
145858	0	0	0	0
145864	135	156	121	39
145873	3	7	5	5
1459	427	748	538	758
145942	0	0	0	0
145946	0	0	0	0
145957	12	19	8	14
145978	0	0	0	0
146	8	21	6	20
1460	2	2	7	0
146050	296	644	361	540
146057	189	452	206	360
146059	181	370	266	363
146167	0	0	0	0
146177	4	12	2	6
146183	0	0	0	0
146198	567	1118	474	719
1462	4256	12154	7161	10462
146206	1	2	1	2
146212	1	4	2	7
146223	460	478	441	354
146225	0	2	1	0
146227	0	4	1	2
146279	3	2	1	0
1463	2	1	0	1
146310	0	0	0	0
146325	0	0	0	0
146330	11	7	10	6
146336	0	0	0	0
146378	0	0	0	0
146395	0	0	0	0
1464	622	1569	631	1280
146429	0	0	0	0
146433	22	104	6	77
146434	23	35	17	30
146439	0	0	0	1
146456	3	7	8	4
146481	0	0	0	0
1465	2068	3588	2654	2083
146512	0	2	1	0
146540	41	174	120	112
146542	76	169	132	175
146547	2	5	6	5
146556	3	6	3	14
146562	7	18	10	12
1466	274	640	184	257
146664	5	3	4	4
146691	1139	1758	1257	1486
146705	197	288	382	301
146712	20	48	39	45
146713	2	2	1	0
146722	0	0	0	0
146723	0	0	0	0
146754	2	5	2	4
146760	1	0	2	1
146771	0	0	1	1
146779	0	0	0	0
1468	43	70	58	83
146802	1	3	2	2
146822	0	1	1	0
146845	5	4	3	2
146849	0	1	2	3
146850	0	0	0	0
146852	0	0	0	0
146853	0	0	0	0
146857	27	29	14	20
146861	0	0	0	0
146862	0	0	0	0
146880	424	551	531	400
146894	0	0	0	0
1469	2	3	2	1
146909	3	5	8	2
146923	186	340	264	245
146956	8	24	12	24
147	344	88	325	17
1470	0	0	0	0
147007	117	201	191	222
147011	19	42	22	25
147015	43	70	80	71
147040	622	1009	689	745
147081	2	9	3	6
1471	2910	3960	3818	3308
147111	1	0	2	1
147138	0	0	0	0
147166	55	113	60	100
147172	176	330	253	283
147179	658	1079	829	917
147183	0	0	0	0
147184	112	164	130	141
147199	0	0	0	0
1472	0	0	0	0
1473	0	0	0	0
147323	1	5	2	3
147339	267	390	364	387
147341	0	0	0	0
147372	5820	6523	6127	5040
147381	0	0	0	0
1474	1	0	0	3
147407	0	0	1	0
147409	0	0	0	0
147429	0	0	0	0
147463	159	238	169	272
147495	1116	785	4318	827
1475	62	177	79	92
147525	9	30	31	30
1476	1446	2089	1292	1096
147645	25	25	22	26
147646	0	5	1	2
147650	35	77	40	59
147657	174	356	248	314
147658	1	1	1	1
147660	69	156	55	71
147664	0	1	0	0
147670	11	10	11	4
147685	11	14	13	5
147686	34	82	32	75
147687	92	242	143	197
147694	153	260	159	196
147699	22	15	28	14
1477	284	582	434	590
147700	13	25	22	20
147710	3	17	0	4
147719	0	0	0	0
147727	49	126	81	99
147741	7	14	10	6
147744	2	2	4	0
147746	2	12	7	6
147798	10	37	7	11
1478	110	239	190	183
147804	32	60	41	41
147807	56	136	104	129
147808	47	137	68	84
147837	25	54	33	50
147841	24	26	18	12
147872	0	0	0	0
1479	223	489	290	500
147906	175	347	240	385
147912	259	561	508	600
147920	0	0	0	0
147923	97	121	108	109
147929	42	68	37	52
147945	0	0	0	0
147947	237	371	288	376
147948	34	54	41	43
147949	52	113	55	91
147965	70	156	118	164
147968	6	13	8	6
147991	534	860	794	910
148	0	0	0	0
148003	0	0	0	0
148014	1	0	4	1
148022	194	290	277	240
148046	7	29	21	20
148066	0	0	0	0
148103	24	74	62	64
148109	0	0	0	0
148113	0	2	3	0
148137	68	127	105	111
148145	4	65	0	10
148156	245	414	317	383
148170	184	379	287	321
148189	43	74	38	70
148198	0	0	0	0
1482	0	0	0	0
148203	33	71	90	90
148206	29	86	26	46
148213	25	39	24	32
148223	241	432	438	440
148229	17	45	59	54
148231	0	0	0	0
148252	218	395	242	371
148254	78	170	134	154
148266	69	151	60	100
148268	56	92	64	90
148281	0	0	0	0
148304	19	38	17	32
148327	117	145	107	122
148345	1	4	0	0
148362	344	625	331	475
148398	6	117	77	146
148413	137	294	208	206
148418	6	21	8	35
148423	210	335	242	249
148479	485	608	621	639
1485	0	0	0	0
148523	25	79	61	96
148534	47	79	25	31
148545	0	0	0	0
148581	0	0	0	0
1486	486	735	439	549
148641	0	0	0	0
148645	0	1	1	0
148696	8	16	21	12
1487	848	1724	1402	1857
148709	1	2	1	2
148713	2	10	2	3
148738	0	0	0	0
148741	148	215	193	183
148753	0	0	0	0
148789	475	920	466	614
1488	864	1370	1126	1325
148808	7	28	9	22
148811	1	6	3	1
148823	0	0	0	0
148824	0	0	1	0
148867	749	931	769	695
148870	0	4	0	2
148898	51	96	68	87
1489	206	385	252	290
148930	0	0	0	0
148932	248	381	346	324
148979	22	68	176	89
1490	6696	6428	3496	2432
149013	53	124	61	76
149018	0	0	0	0
149041	503	673	590	661
149047	2	1	0	3
149069	10	39	16	25
149076	432	868	588	713
149086	0	0	0	0
149095	0	2	5	0
1491	44	40	68	47
149111	18	75	15	104
149134	8	40	11	13
149175	23	46	35	36
149233	0	0	0	0
149281	0	1	0	0
149297	0	0	7	6
1493	0	0	0	0
149345	463	798	611	514
149371	256	417	369	402
149373	0	0	0	0
149420	41	82	59	88
149428	3	4	2	0
149461	0	0	0	0
149465	0	2	0	0
149466	0	0	0	0
149469	20	49	43	56
149473	39	74	45	72
149478	67	269	89	175
149483	2	8	5	5
149499	2	0	2	0
1495	5553	9567	6335	7056
149563	0	0	0	0
1496	0	0	0	0
149603	1133	2398	1574	1992
149620	0	0	0	0
149628	0	0	1	0
149643	2	5	0	2
149647	0	0	0	0
149650	1	5	3	3
149685	0	0	0	0
149699	0	0	0	0
1497	332	626	446	524
149708	0	0	0	0
149773	0	3	2	6
149775	5	6	5	4
149830	0	0	0	0
149837	75	239	90	164
149840	11	31	15	19
1499	3461	5416	4930	5481
149934	0	0	0	0
149950	0	0	0	0
149951	427	771	499	572
149954	0	0	1	1
149986	467	902	725	871
149992	0	0	0	0
149998	0	4	0	0
15	0	1	0	0
150	5	78	11	45
1500	2905	4780	3736	3721
150000	0	0	0	0
150051	0	0	0	0
150082	3	32	5	16
150084	0	0	0	0
150094	16	41	27	27
1501	0	0	0	2
150135	0	0	0	0
150142	0	3	0	0
150147	0	0	0	0
150159	9	17	19	30
150160	0	0	0	1
150165	0	0	0	0
150185	0	0	0	0
150197	1	4	0	2
150209	7	13	11	9
150221	0	0	0	0
150223	63	102	102	80
150244	0	0	0	0
150248	15	31	8	15
150274	103	237	127	202
150275	358	582	428	579
150280	0	1	0	0
150290	58	130	97	128
150291	44	46	59	54
150297	0	0	0	0
1503	571	382	1138	336
150350	0	0	0	0
150353	12	25	23	15
150356	13	45	13	33
150365	6	9	0	4
150368	325	516	590	575
150372	2	10	1	4
150379	2	5	6	8
150381	21	19	27	15
150383	77	121	118	133
150384	1	5	6	2
1504	0	0	0	1
150465	872	1333	1082	1229
150468	11	11	17	17
150472	131	160	134	148
150483	0	1	8	10
150527	0	0	0	0
150538	0	0	0	1
150568	0	0	0	0
150572	0	0	0	0
150577	0	0	0	0
150590	5	4	7	2
150596	0	1	0	0
1506	1	7	4	3
150622	0	0	0	0
150677	0	0	0	0
150678	228	342	411	395
150681	0	0	0	0
150684	179	350	259	312
150696	6	11	8	13
150709	33	83	59	58
150726	110	185	153	224
150737	40	71	43	71
150759	116	218	146	179
150763	31	60	15	23
150771	21	25	37	35
150776	154	336	313	395
150786	12	10	4	8
1508	18891	28336	25223	23346
150864	122	194	81	176
1509	5708	10751	7373	9176
150921	0	0	0	0
150946	134	239	131	161
150962	67	117	55	101
150967	27	56	58	51
150992	0	0	0	0
151	0	0	1	0
1510	0	0	0	0
151009	1	1	1	1
151011	1573	2529	1957	2473
151050	320	423	360	373
151056	92	54	72	22
1511	0	0	0	0
151112	6	5	4	2
151121	0	0	0	0
151126	0	0	0	0
151162	1385	3411	1899	2555
151171	0	0	0	0
151174	1	0	3	3
151176	75	118	147	83
151188	253	306	327	324
151194	39	92	55	41
151195	374	514	443	448
1512	1017	1254	796	905
151230	87	58	74	43
151234	0	1	0	1
151242	18	14	8	8
151246	105	243	145	164
151254	13	14	27	30
151258	51	57	2	10
151278	0	0	0	0
151295	34	31	63	49
1513	17547	32580	11047	14685
151300	0	0	0	0
151306	5	5	5	5
151313	76	101	84	115
151325	0	0	0	0
151354	4	9	6	5
151393	151	139	194	118
1514	3998	5530	4326	4242
151449	19	17	25	5
151473	30	63	32	58
151477	0	7	2	4
1515	2	2	3	0
151507	24	71	52	77
151516	13	17	20	23
151525	59	107	75	101
151531	0	4	2	3
151534	38	89	51	89
151556	154	351	148	206
151613	714	1251	1091	1168
151636	852	1376	960	1376
151647	0	0	1	0
151648	1	8	3	6
151649	0	3	0	3
151651	47	77	9	34
151658	0	0	0	0
1517	0	0	0	0
151742	16	30	27	32
151760	0	4	3	0
151790	0	0	0	0
1518	1	0	0	0
151827	31	49	29	31
151835	0	4	0	2
151871	0	0	0	0
151877	1	1	0	0
151887	109553	200741	96542	105475
151888	0	0	0	2
1519	1742	2455	1836	1822
151903	135	261	248	230
151963	74	116	111	80
151987	333	647	434	536
152	2	2	5	1
1520	42	94	32	78
152002	213	481	381	473
152006	746	934	786	885
152007	691	1326	1210	1458
152015	0	1	0	0
152024	0	0	0	0
152065	0	0	0	0
152078	217	236	436	269
152098	20	36	11	29
1521	1	4	1	3
152100	110	105	115	113
152110	18	112	11	84
152118	1	0	0	0
152137	2005	3629	2804	3021
152138	0	0	0	0
152185	88	263	144	232
152189	8	15	11	12
152195	3	10	4	3
1522	1494	2519	1822	1755
